ITEM_20180327_008672	藍色哈路卡爾鬢毛	푸른 하루갈 갈기				
ITEM_20180327_008673	哈路卡爾在霍亨之中是最強的，要獲得鬃毛絕不是輕鬆的事情。可以從藍色哈路卡爾身上獲得。	하루갈은 호헨 중에서도 가장 강한 존재입니다. 갈기를 얻기는 쉬운일이 아닙니다. 푸른 하루갈에게서 획득합니다.				
ITEM_20180327_008674	藍色哈路卡爾的心臟	푸른 하루갈의 심장				
ITEM_20180327_008675	獲得怪物心臟的方法只有打倒那個怪物而已，可以從藍色哈路卡爾身上獲得。	몬스터의 심장을 얻는 방법은 그 몬스터를 쓰러트리는 것 뿐입니다. 푸른 하루갈에게서 획득합니다.				
ITEM_20180327_008676	綠色蘇凱的翅膀	초록 소켓의 날개				
ITEM_20180327_008677	蘇凱就算沒有翅膀也能夠翱翔，翅膀只能證明他們是魔族的證據而已。可以從綠色蘇凱身上獲得。	소켓은 날개 없이도 날아다닐 수 있습니다. 날개는 그들이 마족이라는 증거일 뿐입니다. 초록 소켓에게서 획득합니다.				
ITEM_20180327_008678	褐色史塔烏利特頭盔碎片	갈색 스타울리트 투구 파편				
ITEM_20180327_008679	史塔烏利特們所使用的頭盔以未知的金屬製成。可以從褐色史塔烏利特身上獲得。	스타울리트들이 쓰는 투구는 성분을 알 수 없는 금속으로 되어있습니다. 갈색 스타울리트에게서 획득합니다.				
ITEM_20180327_008680	綠色利迪梅得根莖	푸른 리디메드 줄기				
ITEM_20180327_008681	連啃都非常困難的硬堅根莖。可以從綠色利迪梅得身上獲得。	씹어 먹는 것이 힘들 정도로 단단한 줄기입니다. 푸른 리디메드에게서 획득합니다.				
ITEM_20180327_008682	赤紅稻草	붉은 짚단				
ITEM_20180327_008683	非常適合用來點火。可以從赤紅普朗基身上獲得。	불을 붙일 때 사용하면 좋습니다. 붉은 푸라기에게서 획득합니다.				
ITEM_20180327_008684	暗黑凱帕長老外殼	검은 늙은케파 껍질				
ITEM_20180327_008685	如果沒有小心對待，馬上就會破掉。可以從暗黑凱帕長老身上獲得。	조심히 다루지 않는다면 금방 바스라져 버립니다. 검은 늙은케파에게서 획득합니다.				
ITEM_20180327_008686	黃色蘑菇精根莖	노란 그리바 줄기				
ITEM_20180327_008687	非常鬆軟，也可以當作食材使用。可以從黃色蘑菇精身上獲得。	말랑말랑하여 식자재로 사용되기도 합니다. 노란 그리바에게서 획득합니다.				
ITEM_20180327_008688	綠色水母怪觸手	초록 미듀쟈 촉수				
ITEM_20180327_008689	如果遭到水母怪的攻擊，會留下可怕的傷疤。可以從綠色水母怪身上獲得。	미듀쟈 촉수에 공격 당하면 끔찍한 흉터가 남겨집니다. 초록 미듀쟈에게서 획득합니다.				
ITEM_20180327_008690	泰拉金屬	테라늄				
ITEM_20180327_008691	只有泰拉伊普們才可以製造出來的金屬。可以從泰拉伊普身上獲得。	테라임프들만이 만들어 낼 수 있는 금속입니다. 테라임프에게서 획득합니다.				
ITEM_20180327_008692	黃昏結晶碎片	황혼 결정 파편				
ITEM_20180327_008693	對於這東西，目前都還是未知。可以從赤紅黃昏侍女身上獲得。	이것에 대해서는 알려진 것이 없습니다. 붉은 황혼의 시녀에게서 획득합니다.				
ITEM_20180327_008694	藍色艾雷的面具	푸른 엘렛의 마스크				
ITEM_20180327_008695	在面具上所刻劃的複雜文字具有讓艾雷的力量增強的效果。可以從藍色艾雷身上獲得。	마스크에 복잡하게 새겨진 문자들은 엘렛의 힘을 증폭시켜주는 효과가 있습니다. 푸른 엘렛에게서 획득합니다.				
ITEM_20180327_008696	藍色努歐的角	푸른 누오의 뿔				
ITEM_20180327_008697	如果真的不是很緊急的狀況，努歐不會用自己的角去攻擊對方。可以從藍色努歐身上獲得。	정말 급한 상황이 아니라면 누오는 자신의 뿔로 상대를 공격하지 않습니다. 푸른 누오에게서 획득합니다.				
ITEM_20180327_008698	藍色努歐之劍碎片	푸른 누오의 검 파편				
ITEM_20180327_008699	儘管是很小的碎片，但散發出邪惡的氣息。可以從藍色努歐身上獲得。	작은 파편일지라도 사악한 기운이 퍼져나오고 있습니다. 푸른 누오에게서 획득합니다.				
ITEM_20180327_008700	藍色守護蜘蛛腿	푸른 수호 거미 다리				
ITEM_20180327_008701	以外骨骼形成的腿。可以從藍色守護蜘蛛身上獲得。	외골격으로 이뤄진 다리입니다. 푸른 수호 거미에게서 획득합니다.				
ITEM_20180327_008702	赤紅蘇凱的角	붉은 소켓의 뿔				
ITEM_20180327_008703	無論什麼時候，這角的用處都很多。可以從紅色蘇凱身上獲得。	뿔은 언제나 쓰임새가 많습니다. 붉은 소켓에게서 획득합니다.				
ITEM_20180327_008704	赤紅蘇凱的翅膀	붉은 소켓의 날개				
ITEM_20180327_008705	蘇凱就算沒有翅膀也能夠翱翔，翅膀只能證明他們是魔族的證據而已。可以從赤紅蘇凱身上獲得。	소켓은 날개 없이도 날아다닐 수 있습니다. 날개는 그들이 마족이라는 증거일 뿐입니다. 붉은 소켓에게서 획득합니다.				
ITEM_20180327_008706	黑暗結晶碎片	어둠 결정 파편				
ITEM_20180327_008707	關於這東西還是未知。可以從赤紅黑暗侍女身上獲得。	이것에 대해서는 알려진 것이 없습니다. 붉은 어둠의 시녀에게서 획득합니다.				
ITEM_20180327_008708	藍色努卡盔甲碎片	푸른 누카 갑옷 파편				
ITEM_20180327_008709	獲得魔族們所使用過的裝備真是一件困難的事情。可以從藍色努卡身上獲得。	마족들이 사용하던 장비를 얻는 것은 매우 어려운 일입니다. 푸른 누카에게서 획득합니다.				
ITEM_20180327_008710	藍色神殿奴隸的頭巾	푸른 템플슬레이브의 두건				
ITEM_20180327_008711	狡猾的神殿奴隸為了隱身會使用頭巾。可以從藍色神殿奴隸身上獲得。	교활한 템플슬레이브들은 은신을 위해 두건을 사용합니다. 푸른 템플슬레이브에게서 획득합니다.				
ITEM_20180327_008712	綠色提尼尾巴	초록 티니 꼬리				
ITEM_20180327_008713	傳聞說，有一些詭異的收集家們在收集這東西。可以從綠色提尼身上獲得。	몇몇 괴상한 수집가들이 이것을 수집한다는 소문이 있습니다. 초록 티니에게서 획득합니다.				
ITEM_20180327_008714	赤紅地鼠獸毛	붉은 스피온 털				
ITEM_20180327_008715	非常粗糙硬堅的毛，可以從赤紅地鼠獸身上獲得。	매우 거칠고 뻣뻣한 털입니다. 붉은 스피온에게서 획득합니다.				
ITEM_20180327_008716	綠色提尼魔法師的骨頭	초록 티니 마법사의 뼈				
ITEM_20180327_008717	非常堅硬，也可以作為棍棒使用。可以從綠色提尼魔法師身上獲得。	매우 단단하여 몽둥이로 사용할 수도 있습니다. 초록 티니 마법사에게서 획득합니다.				
ITEM_20180327_008718	藍色杜瑪洛的爪子	푸른 듀마로의 발톱				
ITEM_20180327_008719	獵人們為了證明自己的實力也會將爪子串在項鍊上戴著出門。可以從藍色杜瑪洛身上獲得。	사냥꾼들은 자신의 실력을 입증하기 위해 목걸이에 발톱을 꿰고 다니기도 합니다. 푸른 듀마로에게서 획득합니다.				
ITEM_20180327_008720	藍色雷普斯兔子的骨頭	푸른 레푸스버니의 뼈				
ITEM_20180327_008721	雷普斯兔子的骨頭和身高相比，輕巧是其特徵。可以從藍色雷普斯兔子身上獲得。	레푸스버니의 뼈는 크기에 비해 가벼운 것이 특징입니다. 푸른 레푸스버니에게서 획득합니다.				
ITEM_20180327_008722	藍色鬍鬚	푸른 수염				
ITEM_20180327_008723	和身高一樣長的鬍鬚，可以從藍色漁人怪身上獲得。	키만큼 긴 수염입니다. 푸른 피셔맨에게서 획득합니다.				
ITEM_20180327_008724	赤紅艾爾瑪的斷裂法杖	붉은 엘마의 부러진 스태프				
ITEM_20180327_008725	使用於製作強力的裝備，但目前供給非常不足。可以從赤紅艾爾瑪身上獲得。	강력한 장비를 만드는데 사용되지만 공급이 매우 부족한 상황입니다. 붉은 엘마에게서 획득합니다.				
ITEM_20180327_008726	赤紅堤肯的角	붉은 티켄의 뿔				
ITEM_20180327_008727	堤肯的角具有和頭蓋骨分離的構造。可以從赤紅堤肯身上獲得。	티켄의 뿔은 두개골과 분리되어 있는 구조를 가지고 있습니다. 붉은 티켄에게서 획득합니다.				
ITEM_20180327_008728	紅色努歐的角	붉은 누오의 뿔				
ITEM_20180327_008729	如果真的不是很緊急的狀況，努歐不會用自己的角去攻擊對方。可以從赤紅努歐身上獲得。	정말 급한 상황이 아니라면 누오는 자신의 뿔로 상대를 공격하지 않습니다. 붉은 누오에게서 획득합니다.				
ITEM_20180327_008730	赤紅柯卡特羽毛	붉은 코카트 깃털				
ITEM_20180327_008731	具有美麗的色彩，需求很大的材料。可以從赤紅柯卡特身上獲得。	아름다운 색을 가지고 있어 수요가 많은 재료입니다. 붉은 코카트에게서 획득합니다.				
ITEM_20180327_008732	紅色柯卡特冠狀羽	붉은 코카트 벼슬				
ITEM_20180327_008733	冠狀羽只要毀損之後就無法再復原，所以完整的冠狀羽具有很高的價值。可以從紅色柯卡特身上獲得。	벼슬은 한번 훼손되면 다시 회복되지 않기때문에 온전한 벼슬은 매우 가치가 높습니다. 붉은 코카트에게서 획득합니다.				
ITEM_20180327_008734	紅色大蘑菇精斗笠	붉은 빅 그리바 갓				
ITEM_20180327_008735	被未知的毒素和黴菌汙染。可以從紅色大蘑菇精身上獲得。	알수없는 독소들과 곰팡이들로 오염되어 있습니다. 붉은 빅 그리바에게서 획득합니다.				
ITEM_20180327_008736	灰色飛天青蛙之骨	회색 날개 개구리의 뼈				
ITEM_20180327_008737	為了能夠飛行，飛天青蛙的骨頭內部是中空的。可以從灰色飛天青蛙身上獲得。	비행을 위해 날개 개구리의 뼈는 속이 텅 비어있습니다. 회색 날개 개구리에게서 획득합니다.				
ITEM_20180327_008738	紅色守護蜘蛛之眼	붉은 수호 거미의 눈				
ITEM_20180327_008739	守護蜘蛛之眼在失去生命之後，會結晶化開始變硬，所以經常被當作寶石使用。可以從紅色守護蜘蛛那獲得。	수호 거미의 눈은 생명을 잃으면 결정화 되어 굳어지기 때문에 보석으로 많이 사용됩니다. 붉은 수호 거미에게서 획득합니다.				
ITEM_20180327_008740	綠色大花草雄蕊	초록 라플레시아 수술				
ITEM_20180327_008741	會發出惡臭，令人作噁的雄蕊。絕對不要赤手去觸摸。可以從綠色大花草身上獲得。	악취를 뿜어내는 이 기분나쁜 수술은 절대 맨손으로 만지면 안됩니다. 초록 라플레시아에게서 획득합니다.				
ITEM_20180327_008742	綠色大花草雌蕊	초록 라플레시아 암술				
ITEM_20180327_008743	不同於雄蕊，雌蕊在大花草死掉時就會立即枯萎，所以不容易取得。可以從綠色大花草身上獲得。	수술과 달리 암술은 라플레시아가 죽는 즉시 말라비틀어져서 획득하기가 매우 어렵습니다. 초록 라플레시아에게서 획득합니다.				
ITEM_20180327_008744	約克泰伊尾巴	유코테일 꼬리				
ITEM_20180327_008745	因為很堅韌，在綑綁某些東西時會很有用。可以從約克泰伊身上獲得。	질기기 때문에 무언가를 묶을 때 도움이 됩니다. 유코테일에게서 획득합니다.				
ITEM_20180327_008746	約克泰伊礦石	유코테일 광석				
ITEM_20180327_008747	繫在尾巴末端的紅色果實發生石化所產生的礦石。可以從約克泰伊身上獲得。	꼬리 끝에 달려있는 붉은 열매가 석화되어 생긴 광석입니다. 유코테일에게서 획득합니다.				
ITEM_20180327_008748	藍色霍亨鬃毛	푸른 호헨 갈기				
ITEM_20180327_008749	為了獲得鬃毛，只能面對兇猛的野獸。可以從藍色霍亨身上獲得。	이것을 얻기 위해서는 성난 야수와 대면할 수 밖에 없습니다. 푸른 호헨에게서 획득합니다.				
ITEM_20180327_008750	綠色米諾斯的毛	초록 미노스의 털				
ITEM_20180327_008751	像人的頭髮一樣，又薄又長就是其特徵。可以從綠色米諾斯身上獲得。	사람의 머리카락처럼 매우 얆고 긴 것이 특징입니다. 초록 미노스에게서 획득합니다.				
ITEM_20180327_008752	綠色米諾斯的顎骨	초록 미노스의 턱뼈				
ITEM_20180327_008753	米諾斯的下顎力量連鋼鐵也可以壓扁。可以從綠色米諾斯身上獲得。	미노스의 턱 힘은 강철도 찌그러트릴 수 있습니다. 초록 미노스에게서 획득합니다.				
ITEM_20180327_008754	褐色努卡盔甲碎片	갈색 누카 갑옷 파편				
ITEM_20180327_008755	獲得魔族們所使用過的裝備真是一件困難的事情。可以從褐色努卡身上獲得。	마족들이 사용하던 장비를 얻는 것은 매우 어려운 일입니다. 갈색 누카에게서 획득합니다.				
ITEM_20180327_008756	被汙染的褐色裂嘴菌菇獸	오염된 갈색 라프세이프 버섯				
ITEM_20180327_008757	聽說因為不明的原因，被汙染的褐色裂嘴菌菇獸具有和以前完全不同的性質。可以從褐色裂嘴菌菇獸身上獲得。	알 수 없는 원인으로 오염된 라프세이프 버섯은 이전과는 완전히 다른 성질을 가지게 된다고 합니다. 갈색 라프세이프에게서 획득합니다.				
ITEM_20180327_008758	赤紅堤肯的槍刃	붉은 티켄의 창날				
ITEM_20180327_008759	單純模樣的槍刃。可以從赤紅堤肯身上獲得。	단순한 모양의 창날입니다. 붉은 티켄에게서 획득합니다.				
ITEM_20180327_008760	堅硬的外殼	단단한 껍질				
ITEM_20180327_008761	隨著所見之人的不同，模樣也會感到很奇特。可以從縫蟹身上獲得。	보는 사람에 따라 모양이 이상하게 느껴질 수도 있습니다. 틈게에게서 획득합니다.				
ITEM_20180327_008762	螯足	집게발				
ITEM_20180327_008763	能夠切斷鐵板的堅硬螯足。可以從縫蟹身上獲得。	철판을 절단할 만큼 단단한 집게발입니다. 틈게에게서 획득합니다.				
ITEM_20180327_008764	黃色杜瑪洛的爪子	노란 듀마로의 발톱				
ITEM_20180327_008765	獵人們為了證明自己的實力也會將爪子串在項鍊上戴著出門。可以從黃色杜瑪洛身上獲得。	사냥꾼들은 자신의 실력을 입증하기 위해 목걸이에 발톱을 꿰고 다니기도 합니다. 노란 듀마로에게서 획득합니다.				
ITEM_20180327_008766	[活動]覺醒石(限時)	각성석:14일				
ITEM_20180327_008767	寶石	보석				
ITEM_20180327_008768	可以讓道具覺醒，不會減少裝備的潛能。道具使用期限為14天，獲得後開始計時，若超過使用期限將無法使用道具。	장비의 포텐셜을 감소시키지 않고 아이템 어웨이크닝을 할 수 있게 도와줍니다. 획득 후부터 14일동안 사용 가능합니다.				
ITEM_20180327_008769	比特路希亞葉	비테록시아 잎				
ITEM_20180327_008770	聽說比特路希亞可以使用臉上冒出來的葉子感應周圍環境。可以從比特路希亞身上獲得。	비테록시아는 얼굴에 솟아난 잎으로 주변 환경을 감지할 수 있다고 합니다. 비테록시아에게서 획득합니다.				
ITEM_20180327_008771	雪貂掠奪者的外殼	페릿머로더의 껍질				
ITEM_20180327_008772	雪貂掠奪者的外殼可做為各種奢侈品的材料使用，可以從雪貂掠奪者身上獲得。	페릿머로더의 껍질은 다양한 사치품의 재료로 사용됩니다. 페릿머로더에게서 획득합니다.				
ITEM_20180327_008773	雪貂掠奪者的角	페릿머로더의 뿔				
ITEM_20180327_008774	這巨大的角，瑕疵越少價值越高。可以從雪貂掠奪者身上獲得。	이 거대한 뿔은 흠집이 적을수록 가치가 올라갑니다. 페릿머로더에게서 획득합니다.				
ITEM_20180327_008775	佩羅根莖	페롯 줄기				
ITEM_20180327_008776	掛在佩羅頭上的根莖。可以從佩羅身上獲得。	페롯 머리에 달린 줄기입니다. 페롯에게서 획득합니다.				
ITEM_20180327_008777	波利普的葉子	폴리부 잎				
ITEM_20180327_008778	在波利普頭上長出來的葉子，可以從波利普那裡獲得。	폴리부의 머리에 돋아난 잎입니다. 폴리부에게서 획득합니다.				
ITEM_20180327_008779	利芺那特的角	리프넛의 뿔				
ITEM_20180327_008780	又小又硬的角，可以從葉豆精身上獲得。	작고 단단한 뿔입니다. 리프넛에게서 획득합니다.				
ITEM_20180327_008781	路克塔奴羽毛	록타눈 깃털				
ITEM_20180327_008782	保溫性非常優越的羽毛，可以從路克塔奴身上獲得。	보온성이 뛰어난 깃털입니다. 록타눈에게서 획득합니다.				
ITEM_20180327_008783	蓬蓬樹枝	폰폰 가지				
ITEM_20180327_008784	只有在蓬蓬的頭上長出的樹枝。可以從蓬蓬那裡獲得。	폰폰의 머리에서만 자라나는 가지입니다. 폰폰에게서 획득합니다.				
ITEM_20180327_008785	高沙盧的骨頭	고사루의 뼈				
ITEM_20180327_008786	在製作小道具時，經常會使用。可以從高沙盧身上獲得。	작은 도구를 만들 때 많이 사용됩니다. 고사루에게서 획득합니다.				
ITEM_20180327_008787	拉普利根莖	라플리 줄기				
ITEM_20180327_008788	令人不太愉快地搖晃的根莖。可以從拉普利身上獲得。	기분나쁘게 흐물거리는 줄기입니다. 라플리에게서 획득합니다.				
ITEM_20180327_008789	凱諾爾水晶	케놀 수정				
ITEM_20180327_008790	在凱諾爾背上長出的水晶。可以從凱諾爾身上獲得。	케놀의 등에서 자라나는 수정입니다. 케놀에게서 획득합니다.				
ITEM_20180327_008791	佩格碎布	페이그 헝겊				
ITEM_20180327_008792	到處縫補的碎布。	여기저기가 꿰매진 헝겊입니다.				
ITEM_20180327_008793	葛里普林碎片	글리프링 파편				
ITEM_20180327_008794	絕不可以看成是單純的石頭。可以從葛里普林那裡獲得。	단순한 돌로 보아선 안됩니다. 글리프링에게서 획득합니다.				
ITEM_20180327_008795	雪貂的毛	페릿의 털				
ITEM_20180327_008796	雪貂的毛非常的柔軟，人氣非常好，可以從雪貂身上獲得。	페릿의 털은 매우 부드러워서 인기가 매우 좋습니다. 페릿에게서 획득합니다.				
ITEM_20180327_008797	忍術用炸藥	인법용 폭약				
ITEM_20180327_008798	被使用於忍術的炸藥，跟忍者大師購買。	인법에 사용되는 폭탄입니다. 시노비 마스터에게서 구입합니다.				
ITEM_20180327_008799	披風	망토				
ITEM_20180327_008800	跟隨軍牧師大師購買。	채플린 마스터에게서 구입합니다.				
ITEM_20180327_008801	廢鐵	고철				
ITEM_20180327_008802	型態和大小不一的廢鐵。	형태와 크기가 각기 다른 고철입니다.				
ITEM_20180327_008803	刻有具魔法力量的古代文字的石頭，跟符文師大師購買。	마법의 힘을 가진 고대의 문자가 새겨진 돌입니다. 룬캐스터 마스터에게서 구입합니다.				
ITEM_20180327_008804	字母 T	알파벳 T				
ITEM_20180327_008805	如果收集組合到TREE, SAVIOR, TREEOFSAVIOR文字，去找村莊內魔法協會NPC可以交換幸運箱。	마을 내의 마법협회 NPC에게 가져가 TREE, SAVIOR, TREEOFSAVIOR 문자열을 조합하면 행운 상자로 교환할 수 있습니다.				
ITEM_20180327_008806	字母 R	알파벳 R				
ITEM_20180327_008807	字母 E	알파벳 E				
ITEM_20180327_008808	字母 O	알파벳 O				
ITEM_20180327_008809	字母 F	알파벳 F				
ITEM_20180327_008810	字母 S	알파벳 S				
ITEM_20180327_008811	字母 A	알파벳 A				
ITEM_20180327_008812	字母 V	알파벳 V				
ITEM_20180327_008813	字母 I	알파벳 I				
ITEM_20180327_008814	LV1 大地的破片	LV1 대지의 파편				
ITEM_20180327_008815	在大地之塔的羅洛班索區間可以獲得。	대지의 탑의 롤로팬서 구간에서 획득 가능합니다.				
ITEM_20180327_008816	派伊羅艾庫的精髓	파이로에고의 정수				
ITEM_20180327_008817	高薩利烏斯的精髓	고사리우스의 정수				
ITEM_20180327_008818	吐勒塔伊的精髓	투르타이의 정수				
ITEM_20180327_008819	級別的精髓	급의 정수				
ITEM_20180327_008820	7星寶石研磨劑	7성 젬 연마제				
ITEM_20180327_008821	使用於強化寶石時，使寶石的經驗值大幅提升。{nl} - 獲得寶石經驗值：230700	젬을 강화시킬 때 사용합니다. 젬의 경험치를 대폭 올려줍니다.{nl} - 획득 젬 경험치: 230700				
ITEM_20180327_008822	8星寶石研磨劑	8성 젬 연마제				
ITEM_20180327_008823	使用於強化寶石時，使寶石的經驗值大幅提升。{nl} - 獲得寶石經驗值：1094700	젬을 강화시킬 때 사용합니다. 젬의 경험치를 대폭 올려줍니다.{nl} - 획득 젬 경험치: 1094700				
ITEM_20180327_008824	[活動]覺醒石(限1分鐘)	각성석:1분				
ITEM_20180327_008825	可以讓道具覺醒，不會減少裝備的潛能。道具使用期限為1分鐘，獲得後開始計時，若超過使用期限將無法使用道具。	장비의 포텐셜을 감소시키지 않고 아이템 어웨이크닝을 할 수 있게 도와줍니다. 획득 후부터 1분동안 사용 가능합니다.				
ITEM_20180327_008826	LV2 大地的碎片	LV2 대지의 파편				
ITEM_20180327_008827	在大地之塔的索爾米奇區間可以獲得。	대지의 탑의 솔미키 구간에서 획득 가능합니다.				
ITEM_20180327_008828	諾溫的精髓	네옵의 정수				
ITEM_20180327_008829	奧勒坎的精髓	오르칸의 정수				
ITEM_20180327_008830	佛羅斯凱的精髓	플록스케의 정수				
ITEM_20180327_008831	格林利波的精髓	그림리퍼의 정수				
ITEM_20180327_008832	派伊羅艾庫的標誌	파이로에고의 징표				
ITEM_20180327_008833	交給大地之塔內部的奎波爾路塔，就可以從大地之塔羅洛班索區間6層開始挑戰。	대지의 탑 내부의 큐폴 루타에게 전달하면 대지의 탑 롤로팬서 구간 6층부터 도전을 시작할 수 있습니다.				
ITEM_20180327_008834	高薩利烏斯的標誌	고사리우스의 징표				
ITEM_20180327_008835	交給大地之塔內部的奎波爾路塔，就可以從大地之塔羅洛班索區間11層開始挑戰。	대지의 탑 내부의 큐폴 루타에게 전달하면 대지의 탑 롤로팬서 구간 11층부터 도전을 시작할 수 있습니다.				
ITEM_20180327_008836	吐勒塔伊的標誌	투르타이의 징표				
ITEM_20180327_008837	交給大地之塔內部的奎波爾路塔，就可以從大地之塔羅洛班索區間16層開始挑戰。	대지의 탑 내부의 큐폴 루타에게 전달하면 대지의 탑 롤로팬서 구간 16층부터 도전을 시작할 수 있습니다.				
ITEM_20180327_008838	級別標誌	급의 징표				
ITEM_20180327_008839	戴著這個標誌的話，可以從大地之塔索爾米奇區間1層開始挑戰。	이 징표를 지니고 있으면 대지의 탑 솔미키 구간 1층부터 도전을 시작할 수 있습니다.				
ITEM_20180327_008840	女神祝福石：武器	여신의 축복석:무기				
ITEM_20180327_008841	蘊藏女神祝福的石頭，使用時會讓武器的效能更好。	여신의 축복이 담긴 돌입니다. 무기 아이템의 효능을 더 좋게 만드는데 쓰입니다.				
ITEM_20180327_008842	女神祝福石：防具	여신의 축복석:방어구				
ITEM_20180327_008843	蘊藏女神祝福的石頭，使用時會讓防具的效能更好。	여신의 축복이 담긴 돌입니다. 방어구 아이템의 효능을 더 좋게 만드는데 쓰입니다.				
ITEM_20180327_008844	女神祝福石：飾品	여신의 축복석:장신구				
ITEM_20180327_008845	蘊藏女神祝福的石頭，使用時會讓飾品的效能更好。	여신의 축복이 담긴 돌입니다. 장신구 아이템의 효능을 더 좋게 만드는데 쓰입니다.				
ITEM_20180327_008846	分解之槌	분해의 망치				
ITEM_20180327_008847	使用於強化寶石時，使寶石的經驗值大幅提升。{nl} - 獲得寶石經驗值：1094700	닿은 것을 분해하는 힘이 있는 신비한 망치입니다. 축복받은 조각 추출에 사용되는 재료입니다.				
ITEM_20180327_008848	魔力吸收針	마력 흡수침				
ITEM_20180327_008849	到處冒出的針吸收周圍的魔力，是道具萃取時使用的工具。	여기저기 솟아난 침은 주변의 마력을 흡수합니다. 아이템 추출에 사용되는 재료입니다.				
ITEM_20180327_008850	受祝福的碎片	축복받은 조각				
ITEM_20180327_008851	可成為特殊道具材料的石頭。	특수한 아이템의 재료가 되는 돌입니다.				
ITEM_20180327_008852	黑色塊狀物	검은 주괴				
ITEM_20180327_008853	獎勵名稱	보상명				
ITEM_20180327_008854	發出黑色光芒的塊狀物。無法判斷這東西的是由甚麼組成的。	검은 빛을 띄는 주괴입니다. 무엇으로 구성되어있는지는 판별하기 힘들어 보입니다.				
ITEM_20180327_008855	黃色塊狀物	황색 주괴				
ITEM_20180327_008856	發出黃色光芒的塊狀物。乍看之下還以為是金塊。	누런 빛을 띄는 주괴입니다. 얼핏 금으로 보일 수 있습니다.				
ITEM_20180327_008857	未知的皮革	알수없는 가죽				
ITEM_20180327_008858	不確定是甚麼禽獸的皮革，搞不好根本不是皮革。	무슨 짐승의 가죽인지, 혹은 가죽이 아닌지도 잘 모르겠습니다.				
ITEM_20180327_008859	棕色黏著劑	갈색 아교				
ITEM_20180327_008860	看起來黏性堅強，黏著劑無誤…	끈적한 점성이 있는 것으로 보아 아교인것은 틀림없는데...				
ITEM_20180327_008861	破碎的結晶	깨진 결정				
ITEM_20180327_008862	不知道被甚麼打破了的結晶。	무언가에 의해서 깨어진 결정입니다.				
ITEM_20180327_008863	紅色線團	붉은 타래				
ITEM_20180327_008864	毛線團般的觸感，似乎是用不知名的金屬製成的。	마치 털실 타래같은 느낌인데, 미지의 금속으로 되어있는 것 같습니다.				
ITEM_20180327_008865	紅色結晶	적색 결정				
ITEM_20180327_008866	發出紅光的結晶。	붉은빛을 내는 결정입니다.				
ITEM_20180327_008867	黃色結晶	황색 결정				
ITEM_20180327_008868	發出黃光的結晶。	노란빛을 내는 결정입니다.				
ITEM_20180327_008869	紫色結晶	자색 결정				
ITEM_20180327_008870	發出紫色光芒的結晶。	보랏빛을 내는 결정입니다.				
ITEM_20180327_008871	魔法師必備的魔法粉末。	인챈터들의 필수품인 마법 가루입니다.				
ITEM_20180327_008872	鍊金殘渣	연금 찌꺼기				
ITEM_20180327_008873	測試用殘渣	테스트용 찌꺼기				
ITEM_20180327_008874	魔法卷軸	마법 스크롤				
ITEM_20180327_008875	平常使用不錯的魔法捲軸。	범용으로 사용되기 좋은 마법 스크롤입니다.				
ITEM_20180327_008876	赤色毛團	적색 털 뭉치				
ITEM_20180327_008877	赤色毛皮團塊。製作道具時可能用得上。	적색 털가죽 뭉치입니다. 아이템을 만드는데 사용됩니다.				
ITEM_20180327_008878	帶有光澤的皮革	윤기나는 가죽				
ITEM_20180327_008879	比起一般皮革光澤看起來更亮一些。	평범한 가죽보다 조금 더 광택이 나는 듯 보입니다.				
ITEM_20180327_008880	植物的刺	식물의 가시				
ITEM_20180327_008881	不知道是哪種植物的刺，但看起來相當大。	어떤 식물의 가시인지는 잘 모르겠으나 굉장한 크기를 보이고 있습니다.				
ITEM_20180327_008882	怪異的角	괴이한 뿔				
ITEM_20180327_008883	不知是哪種動物的角，或不過是到處滾的石頭，不好區分的材質。	무슨 동물의 뿔인지, 아니면 그저 흔히 굴러다니는 돌인지 잘 구분이 안되는 재질입니다.				
ITEM_20180327_008884	金色皮革	금빛 가죽				
ITEM_20180327_008885	彷彿鍍了金一般看起來金光閃閃的皮革。	마치 도금된 것 처럼 보이는 금빛 가죽입니다.				
ITEM_20180327_008886	精鍊金屬塊	정련 주괴				
ITEM_20180327_008887	加工方法或材質都不清楚，能確定的是不是黃金。	가공 방법도, 재질도 잘 모르겠습니다만, 확실한 것은 금은 아닙니다.				
ITEM_20180327_008888	使用性別開關技能所需的道具。	스위치 젠더 스킬을 사용하기 위해 필요한 아이템입니다.				
ITEM_20180327_008889	轉換的水晶碎片	전환의 수정조각				
ITEM_20180327_008890	收集好這東西後，跟佩迪米安的商人購買製作書，可以製作真實之鏡。	이것을 모아 페디미안 상인에게 제작서를 구입 후 진실의 거울을 만들 수 있습니다.				
ITEM_20180327_008891	槐黃紙	괴황지				
ITEM_20180327_008892	可以做符咒的黃色紙張。	부적의 바탕이 되는 노란 종이입니다.				
ITEM_20180327_008893	艾可拉斯的假面	아클라스의 가면				
ITEM_20180327_008894	艾可拉斯的盔甲碎片	아클라스의 갑옷조각				
ITEM_20180327_008895	牢獄鬥士的盔甲碎片	뇌옥투사의 갑옷조각				
ITEM_20180327_008896	噗拉的盔甲碎片	플락의 갑옷조각				
ITEM_20180327_008897	摩格蘭的殼	모글란 껍질				
ITEM_20180327_008898	堅韌的倫多的殼	단단한 론도 껍질				
